claim_id,claim_date,sale_id,repair_status
CLM008365,2025-11-27,SALE055029,Completed
CLM008366,2021-11-04,SALE055030,Paid Repaired
CLM008367,2025-05-29,SALE055032,Pending
CLM008368,2021-05-17,SALE055034,Replaced
CLM008369,2025-12-31,SALE055044,Paid Repaired
CLM008370,2025-02-25,SALE055052,Replaced
CLM008371,2022-01-31,SALE055075,Completed
CLM008372,2025-09-28,SALE055082,Paid Repaired
CLM008373,2023-03-10,SALE055092,Completed
CLM008374,2021-09-12,SALE055098,Completed
CLM008375,2025-03-27,SALE055103,Completed
CLM008376,2025-04-23,SALE055104,Completed
CLM008377,2024-01-14,SALE055107,Paid Repaired
CLM008378,2025-12-31,SALE055117,Completed
CLM008379,2024-01-04,SALE055121,Completed
CLM008380,2021-08-02,SALE055123,Pending
CLM008381,2025-12-31,SALE055137,Replaced
CLM008382,2024-09-01,SALE055140,Completed
CLM008383,2023-02-20,SALE055141,Completed
CLM008384,2025-12-31,SALE055142,Completed
CLM008385,2025-04-07,SALE055143,Pending
CLM008386,2022-06-11,SALE055150,Completed
CLM008387,2025-10-14,SALE055168,Paid Repaired
CLM008388,2024-08-13,SALE055176,Completed
CLM008389,2021-06-25,SALE055177,Completed
CLM008390,2021-12-05,SALE055182,Paid Repaired
CLM008391,2022-05-03,SALE055189,Completed
CLM008392,2023-06-25,SALE055196,Pending
CLM008393,2024-03-06,SALE055197,Paid Repaired
CLM008394,2023-10-09,SALE055208,Warranty Void
CLM008395,2024-02-27,SALE055211,Completed
CLM008396,2024-10-07,SALE055214,Completed
CLM008397,2024-03-13,SALE055224,Completed
CLM008398,2023-11-15,SALE055256,Completed
CLM008399,2025-12-31,SALE055259,Paid Repaired
CLM008400,2023-02-14,SALE055260,Replaced
CLM008401,2022-03-04,SALE055275,Replaced
CLM008402,2023-08-10,SALE055277,Completed
CLM008403,2025-11-24,SALE055281,Replaced
CLM008404,2022-03-17,SALE055284,Replaced
CLM008405,2021-03-30,SALE055285,Replaced
CLM008406,2022-07-01,SALE055293,Pending
CLM008407,2021-09-05,SALE055303,Rejected
CLM008408,2025-12-24,SALE055308,Paid Repaired
CLM008409,2022-06-20,SALE055309,Replaced
CLM008410,2025-08-28,SALE055323,Replaced
CLM008411,2023-10-30,SALE055325,Completed
CLM008412,2021-07-30,SALE055333,Replaced
CLM008413,2024-10-06,SALE055341,Replaced
CLM008414,2024-03-23,SALE055353,Completed
CLM008415,2023-06-02,SALE055356,Pending
CLM008416,2021-05-15,SALE055357,Completed
CLM008417,2023-04-23,SALE055363,Warranty Void
CLM008418,2024-01-01,SALE055369,Completed
CLM008419,2025-05-10,SALE055387,Completed
CLM008420,2025-12-17,SALE055399,Rejected
CLM008421,2021-07-14,SALE055404,Completed
CLM008422,2025-05-13,SALE055410,Paid Repaired
CLM008423,2022-03-12,SALE055416,Completed
CLM008424,2021-03-01,SALE055419,Pending
CLM008425,2022-09-03,SALE055429,Completed
CLM008426,2022-05-21,SALE055431,Pending
CLM008427,2021-02-26,SALE055436,Completed
CLM008428,2024-08-21,SALE055449,Replaced
CLM008429,2023-04-23,SALE055450,Completed
CLM008430,2025-03-30,SALE055458,Replaced
CLM008431,2025-01-20,SALE055477,Completed
CLM008432,2025-06-18,SALE055479,Completed
CLM008433,2022-07-03,SALE055485,Replaced
CLM008434,2025-12-31,SALE055492,Paid Repaired
CLM008435,2025-12-31,SALE055503,Paid Repaired
CLM008436,2021-10-06,SALE055506,Completed
CLM008437,2023-07-29,SALE055509,Completed
CLM008438,2025-04-22,SALE055514,Completed
CLM008439,2020-12-01,SALE055518,Warranty Void
CLM008440,2022-05-05,SALE055520,Completed
CLM008441,2020-11-10,SALE055528,Paid Repaired
CLM008442,2025-12-31,SALE055530,Completed
CLM008443,2024-05-08,SALE055538,Replaced
CLM008444,2022-06-17,SALE055541,Replaced
CLM008445,2023-05-22,SALE055545,Completed
CLM008446,2022-11-23,SALE055552,Completed
CLM008447,2025-05-10,SALE055561,Completed
CLM008448,2023-10-06,SALE055577,Completed
CLM008449,2025-04-12,SALE055580,Replaced
CLM008450,2023-06-02,SALE055581,Pending
CLM008451,2023-10-12,SALE055582,Completed
CLM008452,2025-11-23,SALE055583,Paid Repaired
CLM008453,2024-02-15,SALE055591,Paid Repaired
CLM008454,2024-03-08,SALE055610,Replaced
CLM008455,2025-10-06,SALE055632,Replaced
CLM008456,2021-03-15,SALE055639,Replaced
CLM008457,2025-10-12,SALE055641,Completed
CLM008458,2022-03-07,SALE055662,Completed
CLM008459,2024-07-29,SALE055663,Completed
CLM008460,2025-12-31,SALE055679,Completed
CLM008461,2022-12-09,SALE055691,Completed
CLM008462,2021-01-09,SALE055693,Completed
CLM008463,2022-05-09,SALE055694,Completed
CLM008464,2024-10-05,SALE055695,Replaced
CLM008465,2022-03-29,SALE055697,Completed
CLM008466,2022-01-22,SALE055700,Completed
CLM008467,2022-03-19,SALE055701,Completed
CLM008468,2024-07-31,SALE055705,Completed
CLM008469,2020-11-09,SALE055706,Warranty Void
CLM008470,2023-09-12,SALE055707,Completed
CLM008471,2023-11-04,SALE055717,Paid Repaired
CLM008472,2023-06-11,SALE055720,Pending
CLM008473,2024-02-07,SALE055721,Completed
CLM008474,2025-06-20,SALE055735,Completed
CLM008475,2021-07-11,SALE055745,Completed
CLM008476,2023-10-24,SALE055757,Paid Repaired
CLM008477,2025-12-31,SALE055765,Replaced
CLM008478,2024-07-19,SALE055770,Paid Repaired
CLM008479,2023-05-29,SALE055771,Completed
CLM008480,2021-06-19,SALE055773,Replaced
CLM008481,2024-02-02,SALE055774,Completed
CLM008482,2021-08-04,SALE055776,Rejected
CLM008483,2022-08-07,SALE055786,Replaced
CLM008484,2021-04-06,SALE055795,Warranty Void
CLM008485,2021-12-17,SALE055796,Warranty Void
CLM008486,2024-07-16,SALE055797,Paid Repaired
CLM008487,2020-12-15,SALE055798,Completed
CLM008488,2022-06-03,SALE055808,Rejected
CLM008489,2024-10-23,SALE055815,Replaced
CLM008490,2024-12-23,SALE055832,Replaced
CLM008491,2023-07-10,SALE055834,Warranty Void
CLM008492,2025-12-31,SALE055841,Paid Repaired
CLM008493,2024-08-31,SALE055842,Completed
CLM008494,2024-06-26,SALE055848,Completed
CLM008495,2025-12-31,SALE055858,Paid Repaired
CLM008496,2021-10-10,SALE055878,Completed
CLM008497,2021-12-30,SALE055882,Replaced
CLM008498,2023-10-10,SALE055883,Completed
CLM008499,2021-12-14,SALE055888,Completed
CLM008500,2023-09-29,SALE055889,Completed
CLM008501,2024-12-21,SALE055916,Pending
CLM008502,2024-07-21,SALE055918,Replaced
CLM008503,2025-09-13,SALE055935,Replaced
CLM008504,2022-08-20,SALE055938,Warranty Void
CLM008505,2023-06-17,SALE055942,Replaced
CLM008506,2024-10-22,SALE055943,Paid Repaired
CLM008507,2025-07-04,SALE055951,Warranty Void
CLM008508,2025-12-31,SALE055956,Paid Repaired
CLM008509,2024-01-21,SALE055971,Replaced
CLM008510,2021-09-15,SALE055976,Completed
CLM008511,2022-11-28,SALE055989,Completed
CLM008512,2020-10-02,SALE055991,Completed
CLM008513,2025-07-30,SALE055998,Completed
CLM008514,2024-05-04,SALE056015,Completed
CLM008515,2022-07-06,SALE056016,Completed
CLM008516,2024-08-31,SALE056039,Replaced
CLM008517,2021-08-28,SALE056071,Warranty Void
CLM008518,2022-04-13,SALE056074,Warranty Void
CLM008519,2025-07-08,SALE056076,Warranty Void
CLM008520,2025-03-13,SALE056084,Completed
CLM008521,2024-09-15,SALE056085,Completed
CLM008522,2021-05-21,SALE056088,Replaced
CLM008523,2023-01-16,SALE056091,Replaced
CLM008524,2023-01-25,SALE056106,Pending
CLM008525,2021-10-10,SALE056113,Completed
CLM008526,2024-04-09,SALE056115,Replaced
CLM008527,2020-04-21,SALE056120,Pending
CLM008528,2021-10-09,SALE056123,Paid Repaired
CLM008529,2022-09-11,SALE056133,Replaced
CLM008530,2022-06-19,SALE056135,Completed
CLM008531,2023-08-19,SALE056141,Completed
CLM008532,2025-12-31,SALE056143,Warranty Void
CLM008533,2024-04-16,SALE056152,Replaced
CLM008534,2024-09-14,SALE056156,Completed
CLM008535,2021-10-07,SALE056158,Paid Repaired
CLM008536,2020-12-23,SALE056178,Paid Repaired
CLM008537,2024-01-22,SALE056181,Completed
CLM008538,2023-01-12,SALE056183,Completed
CLM008539,2025-12-31,SALE056186,Completed
CLM008540,2025-12-31,SALE056187,Paid Repaired
CLM008541,2023-03-27,SALE056188,Completed
CLM008542,2021-07-31,SALE056189,Pending
CLM008543,2025-05-05,SALE056191,Paid Repaired
CLM008544,2025-07-08,SALE056199,Rejected
CLM008545,2023-03-22,SALE056202,Paid Repaired
CLM008546,2025-09-09,SALE056203,Completed
CLM008547,2021-12-15,SALE056215,Paid Repaired
CLM008548,2023-03-19,SALE056227,Warranty Void
CLM008549,2022-08-27,SALE056232,Replaced
CLM008550,2025-12-31,SALE056244,Replaced
CLM008551,2021-07-28,SALE056249,Warranty Void
CLM008552,2024-05-30,SALE056250,Paid Repaired
CLM008553,2025-07-01,SALE056256,Paid Repaired
CLM008554,2025-02-19,SALE056257,Paid Repaired
CLM008555,2025-11-20,SALE056259,Replaced
CLM008556,2023-04-10,SALE056261,Completed
CLM008557,2022-08-21,SALE056264,Warranty Void
CLM008558,2020-09-18,SALE056273,Pending
CLM008559,2024-08-22,SALE056279,Pending
CLM008560,2022-11-29,SALE056293,Pending
CLM008561,2025-12-31,SALE056302,Completed
CLM008562,2025-03-15,SALE056318,Replaced
CLM008563,2021-07-30,SALE056338,Completed
CLM008564,2021-12-23,SALE056347,Completed
CLM008565,2022-02-12,SALE056351,Replaced
CLM008566,2021-02-19,SALE056356,Rejected
CLM008567,2021-12-27,SALE056359,Completed
CLM008568,2025-12-31,SALE056361,Paid Repaired
CLM008569,2021-12-15,SALE056366,Completed
CLM008570,2022-01-20,SALE056367,Completed
CLM008571,2020-10-22,SALE056376,Completed
CLM008572,2023-04-17,SALE056384,Completed
CLM008573,2025-12-31,SALE056390,Pending
CLM008574,2021-05-31,SALE056403,Completed
CLM008575,2021-01-08,SALE056409,Completed
CLM008576,2022-07-02,SALE056420,Completed
CLM008577,2025-04-30,SALE056427,Pending
CLM008578,2021-02-07,SALE056434,Completed
CLM008579,2025-04-08,SALE056445,Pending
CLM008580,2023-01-31,SALE056446,Pending
CLM008581,2025-07-20,SALE056453,Completed
CLM008582,2021-07-26,SALE056456,Warranty Void
CLM008583,2024-01-10,SALE056463,Pending
CLM008584,2023-07-18,SALE056472,Replaced
CLM008585,2023-02-18,SALE056485,Replaced
CLM008586,2024-07-27,SALE056486,Replaced
CLM008587,2024-10-31,SALE056489,Paid Repaired
CLM008588,2023-11-30,SALE056490,Warranty Void
CLM008589,2024-11-22,SALE056505,Completed
CLM008590,2025-12-31,SALE056507,Paid Repaired
CLM008591,2023-04-25,SALE056517,Pending
CLM008592,2025-11-22,SALE056525,Paid Repaired
CLM008593,2020-12-10,SALE056532,Pending
CLM008594,2024-01-09,SALE056535,Completed
CLM008595,2023-03-22,SALE056536,Replaced
CLM008596,2022-01-05,SALE056542,Pending
CLM008597,2021-12-30,SALE056543,Completed
CLM008598,2025-01-25,SALE056544,Completed
CLM008599,2025-12-23,SALE056555,Completed
CLM008600,2020-12-02,SALE056567,Completed
CLM008601,2022-07-26,SALE056569,Replaced
CLM008602,2024-05-07,SALE056571,Pending
CLM008603,2023-10-20,SALE056581,Replaced
CLM008604,2023-06-17,SALE056601,Completed
CLM008605,2024-05-02,SALE056624,Completed
CLM008606,2023-02-06,SALE056626,Replaced
CLM008607,2025-10-12,SALE056633,Replaced
CLM008608,2024-01-25,SALE056634,Pending
CLM008609,2025-12-31,SALE056638,Completed
CLM008610,2025-02-02,SALE056646,Pending
CLM008611,2023-11-19,SALE056650,Completed
CLM008612,2025-05-02,SALE056660,Completed
CLM008613,2024-02-28,SALE056668,Completed
CLM008614,2025-11-06,SALE056669,Replaced
CLM008615,2023-08-06,SALE056681,Replaced
CLM008616,2024-02-10,SALE056682,Completed
CLM008617,2021-08-10,SALE056685,Replaced
CLM008618,2024-05-29,SALE056697,Pending
CLM008619,2022-08-13,SALE056702,Pending
CLM008620,2024-09-20,SALE056705,Pending
CLM008621,2025-06-28,SALE056709,Paid Repaired
CLM008622,2022-08-06,SALE056713,Completed
CLM008623,2022-10-15,SALE056715,Replaced
CLM008624,2024-01-11,SALE056716,Completed
CLM008625,2024-05-28,SALE056719,Completed
CLM008626,2021-01-28,SALE056730,Replaced
CLM008627,2024-03-20,SALE056736,Pending
CLM008628,2025-10-20,SALE056743,Completed
CLM008629,2023-01-28,SALE056751,Completed
CLM008630,2025-12-31,SALE056754,Paid Repaired
CLM008631,2020-12-03,SALE056759,Completed
CLM008632,2025-12-31,SALE056762,Completed
CLM008633,2023-02-14,SALE056765,Completed
CLM008634,2024-03-31,SALE056777,Replaced
CLM008635,2024-03-02,SALE056782,Rejected
CLM008636,2023-07-05,SALE056792,Completed
CLM008637,2020-12-01,SALE056803,Replaced
CLM008638,2021-07-16,SALE056808,Completed
CLM008639,2022-03-05,SALE056820,Replaced
CLM008640,2022-06-19,SALE056829,Paid Repaired
CLM008641,2025-09-09,SALE056830,Completed
CLM008642,2023-09-26,SALE056839,Rejected
CLM008643,2020-11-07,SALE056852,Paid Repaired
CLM008644,2025-12-31,SALE056861,Completed
CLM008645,2024-08-01,SALE056862,Completed
CLM008646,2025-12-31,SALE056866,Rejected
CLM008647,2021-12-17,SALE056884,Completed
CLM008648,2021-06-18,SALE056897,Completed
CLM008649,2021-01-16,SALE056904,Warranty Void
CLM008650,2022-12-19,SALE056916,Replaced
CLM008651,2024-05-02,SALE056917,Completed
CLM008652,2025-01-20,SALE056922,Paid Repaired
CLM008653,2021-03-20,SALE056925,Completed
CLM008654,2025-06-04,SALE056928,Pending
CLM008655,2025-12-27,SALE056943,Completed
CLM008656,2023-02-15,SALE056947,Completed
CLM008657,2022-01-17,SALE056952,Rejected
CLM008658,2023-11-23,SALE056953,Completed
CLM008659,2023-01-09,SALE056972,Completed
CLM008660,2023-07-22,SALE056991,Completed
CLM008661,2021-01-25,SALE056992,Completed
CLM008662,2025-02-06,SALE056995,Completed
CLM008663,2021-11-05,SALE056997,Paid Repaired
CLM008664,2021-06-30,SALE057001,Replaced
CLM008665,2021-04-13,SALE057016,Warranty Void
CLM008666,2022-01-03,SALE057018,Completed
CLM008667,2024-10-10,SALE057026,Replaced
CLM008668,2023-09-04,SALE057030,Completed
CLM008669,2025-09-07,SALE057033,Completed
CLM008670,2021-05-16,SALE057043,Completed
CLM008671,2024-12-31,SALE057049,Completed
CLM008672,2023-12-11,SALE057054,Warranty Void
CLM008673,2023-06-26,SALE057077,Completed
CLM008674,2025-12-31,SALE057086,Completed
CLM008675,2024-10-07,SALE057088,Completed
CLM008676,2023-06-08,SALE057089,Completed
CLM008677,2023-01-12,SALE057090,Completed
CLM008678,2021-11-20,SALE057098,Warranty Void
CLM008679,2025-12-10,SALE057113,Completed
CLM008680,2022-07-29,SALE057117,Pending
CLM008681,2022-11-22,SALE057126,Completed
CLM008682,2023-09-28,SALE057128,Paid Repaired
CLM008683,2024-01-15,SALE057147,Paid Repaired
CLM008684,2025-01-27,SALE057162,Warranty Void
CLM008685,2022-11-28,SALE057171,Completed
CLM008686,2024-11-11,SALE057174,Replaced
CLM008687,2024-01-08,SALE057175,Pending
CLM008688,2021-11-27,SALE057178,Warranty Void
CLM008689,2023-05-22,SALE057180,Pending
CLM008690,2025-03-02,SALE057203,Rejected
CLM008691,2025-06-24,SALE057205,Completed
CLM008692,2021-05-05,SALE057207,Completed
CLM008693,2024-11-16,SALE057208,Completed
CLM008694,2025-12-31,SALE057218,Paid Repaired
CLM008695,2022-09-27,SALE057219,Completed
CLM008696,2024-04-14,SALE057222,Completed
CLM008697,2022-02-27,SALE057223,Replaced
CLM008698,2022-01-16,SALE057224,Paid Repaired
CLM008699,2025-05-09,SALE057226,Pending
CLM008700,2025-11-05,SALE057227,Paid Repaired
CLM008701,2022-04-28,SALE057232,Completed
CLM008702,2025-11-26,SALE057233,Completed
CLM008703,2023-07-05,SALE057237,Completed
CLM008704,2022-02-03,SALE057238,Completed
CLM008705,2021-01-03,SALE057240,Paid Repaired
CLM008706,2021-07-28,SALE057247,Completed
CLM008707,2022-01-21,SALE057250,Pending
CLM008708,2024-06-24,SALE057257,Completed
CLM008709,2021-08-25,SALE057262,Completed
CLM008710,2022-07-08,SALE057275,Completed
CLM008711,2021-02-17,SALE057277,Warranty Void
CLM008712,2025-12-31,SALE057292,Pending
CLM008713,2024-10-14,SALE057293,Replaced
CLM008714,2025-09-27,SALE057295,Completed
CLM008715,2021-11-15,SALE057306,Warranty Void
CLM008716,2022-05-13,SALE057315,Paid Repaired
CLM008717,2021-02-13,SALE057327,Replaced
CLM008718,2023-02-23,SALE057338,Completed
CLM008719,2023-02-19,SALE057355,Replaced
CLM008720,2020-08-04,SALE057359,Paid Repaired
CLM008721,2025-10-06,SALE057365,Replaced
CLM008722,2024-06-02,SALE057370,Replaced
CLM008723,2025-12-31,SALE057376,Completed
CLM008724,2025-04-25,SALE057381,Completed
CLM008725,2022-07-04,SALE057382,Completed
CLM008726,2022-10-13,SALE057386,Paid Repaired
CLM008727,2023-01-25,SALE057393,Completed
CLM008728,2023-12-27,SALE057394,Replaced
CLM008729,2025-12-31,SALE057402,Pending
CLM008730,2025-12-31,SALE057405,Replaced
CLM008731,2022-07-29,SALE057409,Completed
CLM008732,2021-07-08,SALE057413,Replaced
CLM008733,2024-06-28,SALE057420,Paid Repaired
CLM008734,2024-09-16,SALE057426,Completed
CLM008735,2023-07-04,SALE057428,Paid Repaired
CLM008736,2025-03-05,SALE057430,Completed
CLM008737,2024-09-13,SALE057432,Paid Repaired
CLM008738,2024-06-07,SALE057446,Completed
CLM008739,2023-01-07,SALE057452,Pending
CLM008740,2021-08-29,SALE057457,Replaced
CLM008741,2020-11-09,SALE057471,Replaced
CLM008742,2025-04-12,SALE057476,Completed
CLM008743,2025-08-26,SALE057481,Completed
CLM008744,2020-09-09,SALE057485,Pending
CLM008745,2023-09-19,SALE057488,Pending
CLM008746,2023-02-07,SALE057490,Paid Repaired
CLM008747,2025-06-19,SALE057506,Completed
CLM008748,2025-05-10,SALE057518,Replaced
CLM008749,2022-04-17,SALE057528,Completed
CLM008750,2025-12-19,SALE057531,Completed
CLM008751,2025-09-27,SALE057539,Completed
CLM008752,2025-12-31,SALE057540,Paid Repaired
CLM008753,2025-11-07,SALE057543,Completed
CLM008754,2025-03-26,SALE057556,Completed
CLM008755,2023-08-30,SALE057560,Pending
CLM008756,2024-05-21,SALE057561,Completed
CLM008757,2024-02-26,SALE057570,Pending
CLM008758,2025-08-18,SALE057581,Warranty Void
CLM008759,2023-11-11,SALE057583,Completed
CLM008760,2022-10-21,SALE057601,Replaced
CLM008761,2024-09-02,SALE057624,Replaced
CLM008762,2025-12-31,SALE057628,Replaced
CLM008763,2023-06-10,SALE057629,Rejected
CLM008764,2022-03-19,SALE057637,Pending
CLM008765,2024-03-23,SALE057641,Completed
CLM008766,2024-02-05,SALE057645,Replaced
CLM008767,2024-04-13,SALE057653,Completed
CLM008768,2024-01-11,SALE057658,Warranty Void
CLM008769,2025-01-16,SALE057662,Completed
CLM008770,2023-11-20,SALE057663,Completed
CLM008771,2020-09-14,SALE057664,Warranty Void
CLM008772,2025-11-05,SALE057665,Completed
CLM008773,2023-11-07,SALE057673,Completed
CLM008774,2021-08-08,SALE057676,Replaced
CLM008775,2024-10-05,SALE057679,Paid Repaired
CLM008776,2025-03-23,SALE057683,Completed
CLM008777,2023-01-02,SALE057692,Paid Repaired
CLM008778,2023-05-09,SALE057693,Completed
CLM008779,2021-07-05,SALE057702,Completed
CLM008780,2022-08-13,SALE057710,Replaced
CLM008781,2024-09-08,SALE057716,Completed
CLM008782,2023-11-29,SALE057722,Pending
CLM008783,2023-08-16,SALE057725,Paid Repaired
CLM008784,2023-04-23,SALE057727,Paid Repaired
CLM008785,2024-04-23,SALE057730,Warranty Void
CLM008786,2021-09-04,SALE057734,Pending
CLM008787,2023-04-28,SALE057738,Completed
CLM008788,2020-04-28,SALE057739,Rejected
CLM008789,2022-03-27,SALE057741,Warranty Void
CLM008790,2022-07-15,SALE057742,Paid Repaired
CLM008791,2021-11-03,SALE057744,Warranty Void
CLM008792,2025-12-31,SALE057756,Completed
CLM008793,2025-03-07,SALE057757,Completed
CLM008794,2021-01-04,SALE057759,Replaced
CLM008795,2025-12-31,SALE057802,Completed
CLM008796,2022-03-20,SALE057804,Warranty Void
CLM008797,2025-06-28,SALE057805,Completed
CLM008798,2024-08-24,SALE057808,Paid Repaired
CLM008799,2025-02-07,SALE057819,Completed
CLM008800,2021-08-31,SALE057830,Replaced
CLM008801,2023-04-02,SALE057831,Pending
CLM008802,2023-12-05,SALE057837,Paid Repaired
CLM008803,2021-12-17,SALE057858,Paid Repaired
CLM008804,2022-08-25,SALE057859,Warranty Void
CLM008805,2025-03-16,SALE057862,Rejected
CLM008806,2021-09-17,SALE057863,Rejected
CLM008807,2025-09-01,SALE057873,Pending
CLM008808,2024-04-07,SALE057886,Replaced
CLM008809,2025-12-31,SALE057893,Replaced
CLM008810,2024-04-20,SALE057898,Completed
CLM008811,2024-11-26,SALE057899,Replaced
CLM008812,2022-02-15,SALE057903,Replaced
CLM008813,2023-09-16,SALE057904,Completed
CLM008814,2023-04-14,SALE057908,Completed
CLM008815,2024-07-31,SALE057909,Completed
CLM008816,2022-06-05,SALE057912,Completed
CLM008817,2024-08-01,SALE057915,Paid Repaired
CLM008818,2024-07-02,SALE057924,Replaced
CLM008819,2020-05-20,SALE057935,Completed
CLM008820,2021-10-09,SALE057938,Replaced
CLM008821,2025-08-19,SALE057939,Replaced
CLM008822,2022-07-19,SALE057941,Completed
CLM008823,2024-10-20,SALE057942,Paid Repaired
CLM008824,2022-06-14,SALE057944,Completed
CLM008825,2022-10-03,SALE057946,Rejected
CLM008826,2024-11-10,SALE057949,Completed
CLM008827,2025-09-04,SALE057950,Completed
CLM008828,2024-04-12,SALE057974,Completed
CLM008829,2025-01-13,SALE057976,Completed
CLM008830,2024-11-07,SALE057979,Pending
CLM008831,2024-09-04,SALE057980,Completed
CLM008832,2021-07-27,SALE057984,Completed
CLM008833,2022-04-20,SALE057994,Completed
CLM008834,2023-08-01,SALE058000,Rejected
CLM008835,2021-09-17,SALE058010,Completed
CLM008836,2024-07-24,SALE058019,Completed
CLM008837,2024-09-28,SALE058020,Replaced
CLM008838,2021-10-24,SALE058030,Completed
CLM008839,2021-02-15,SALE058049,Completed
CLM008840,2025-06-26,SALE058051,Replaced
CLM008841,2025-07-05,SALE058053,Completed
CLM008842,2024-06-13,SALE058056,Replaced
CLM008843,2022-06-17,SALE058057,Pending
CLM008844,2021-09-19,SALE058061,Completed
CLM008845,2024-05-28,SALE058064,Replaced
CLM008846,2023-05-23,SALE058067,Warranty Void
CLM008847,2025-12-31,SALE058074,Pending
CLM008848,2021-12-29,SALE058091,Completed
CLM008849,2022-06-30,SALE058092,Replaced
CLM008850,2020-11-25,SALE058097,Replaced
CLM008851,2021-12-17,SALE058102,Completed
CLM008852,2022-01-22,SALE058108,Paid Repaired
CLM008853,2023-05-18,SALE058111,Completed
CLM008854,2024-04-26,SALE058116,Completed
CLM008855,2024-01-17,SALE058118,Warranty Void
CLM008856,2023-08-23,SALE058119,Warranty Void
CLM008857,2021-07-13,SALE058121,Pending
CLM008858,2024-07-14,SALE058124,Replaced
CLM008859,2021-10-19,SALE058127,Completed
CLM008860,2025-12-31,SALE058146,Paid Repaired
CLM008861,2024-12-17,SALE058148,Warranty Void
CLM008862,2022-05-13,SALE058149,Completed
CLM008863,2025-06-07,SALE058161,Warranty Void
CLM008864,2024-05-13,SALE058165,Completed
CLM008865,2023-06-14,SALE058169,Pending
CLM008866,2025-12-31,SALE058172,Paid Repaired
CLM008867,2021-06-24,SALE058175,Completed
CLM008868,2022-05-12,SALE058178,Completed
CLM008869,2025-08-23,SALE058182,Warranty Void
CLM008870,2024-09-15,SALE058187,Paid Repaired
CLM008871,2020-10-02,SALE058201,Completed
CLM008872,2024-11-03,SALE058203,Replaced
CLM008873,2025-07-30,SALE058204,Rejected
CLM008874,2021-08-30,SALE058212,Completed
CLM008875,2025-06-22,SALE058216,Warranty Void
CLM008876,2025-02-09,SALE058221,Completed
CLM008877,2024-07-19,SALE058228,Pending
CLM008878,2024-01-28,SALE058234,Pending
CLM008879,2024-06-01,SALE058239,Paid Repaired
CLM008880,2021-02-26,SALE058242,Replaced
CLM008881,2024-04-01,SALE058246,Completed
CLM008882,2023-05-07,SALE058250,Paid Repaired
CLM008883,2022-01-03,SALE058271,Completed
CLM008884,2025-12-31,SALE058309,Completed
CLM008885,2021-04-17,SALE058330,Warranty Void
CLM008886,2023-02-27,SALE058331,Completed
CLM008887,2024-09-28,SALE058334,Completed
CLM008888,2020-11-28,SALE058338,Completed
CLM008889,2023-02-16,SALE058340,Paid Repaired
CLM008890,2025-04-18,SALE058348,Replaced
CLM008891,2020-10-05,SALE058353,Rejected
CLM008892,2022-04-23,SALE058361,Warranty Void
CLM008893,2025-05-27,SALE058363,Completed
CLM008894,2021-08-01,SALE058364,Completed
CLM008895,2024-07-28,SALE058369,Replaced
CLM008896,2025-11-14,SALE058370,Completed
CLM008897,2025-06-21,SALE058378,Pending
CLM008898,2023-09-10,SALE058384,Completed
CLM008899,2025-12-31,SALE058386,Rejected
CLM008900,2023-07-24,SALE058394,Warranty Void
CLM008901,2024-08-03,SALE058403,Paid Repaired
CLM008902,2024-06-12,SALE058405,Replaced
CLM008903,2023-05-29,SALE058418,Completed
CLM008904,2023-08-17,SALE058426,Paid Repaired
CLM008905,2023-09-12,SALE058427,Completed
CLM008906,2023-01-31,SALE058428,Replaced
CLM008907,2021-03-22,SALE058437,Completed
CLM008908,2025-12-31,SALE058440,Paid Repaired
CLM008909,2022-08-02,SALE058444,Completed
CLM008910,2024-07-05,SALE058445,Pending
CLM008911,2023-04-24,SALE058448,Pending
CLM008912,2021-12-12,SALE058461,Completed
CLM008913,2021-12-03,SALE058473,Warranty Void
CLM008914,2021-05-30,SALE058475,Completed
CLM008915,2024-03-17,SALE058480,Completed
CLM008916,2024-03-14,SALE058484,Paid Repaired
CLM008917,2024-07-29,SALE058491,Completed
CLM008918,2024-07-16,SALE058498,Rejected
CLM008919,2021-11-11,SALE058507,Paid Repaired
CLM008920,2024-08-04,SALE058511,Paid Repaired
CLM008921,2022-11-20,SALE058529,Completed
CLM008922,2024-12-26,SALE058530,Completed
CLM008923,2021-10-21,SALE058531,Warranty Void
CLM008924,2024-04-13,SALE058539,Replaced
CLM008925,2024-12-13,SALE058542,Replaced
CLM008926,2024-06-01,SALE058547,Paid Repaired
CLM008927,2021-05-19,SALE058551,Completed
CLM008928,2021-07-10,SALE058553,Completed
CLM008929,2021-06-07,SALE058564,Replaced
CLM008930,2025-01-21,SALE058570,Replaced
CLM008931,2025-01-21,SALE058576,Paid Repaired
CLM008932,2022-10-24,SALE058577,Completed
CLM008933,2024-01-11,SALE058580,Pending
CLM008934,2024-01-04,SALE058585,Replaced
CLM008935,2023-01-02,SALE058590,Completed
CLM008936,2025-12-31,SALE058596,Paid Repaired
CLM008937,2023-01-28,SALE058597,Replaced
CLM008938,2025-08-16,SALE058602,Completed
CLM008939,2022-03-19,SALE058605,Completed
CLM008940,2022-05-05,SALE058606,Completed
CLM008941,2023-07-19,SALE058608,Completed
CLM008942,2025-08-31,SALE058615,Completed
CLM008943,2025-06-16,SALE058627,Replaced
CLM008944,2025-02-05,SALE058639,Completed
CLM008945,2024-06-28,SALE058641,Replaced
